ATC,NDC,DESCRIPTION
A06A,51079001920,"The drug class represented by the ATC level-3 code A06A encompasses laxatives, specifically osmotic laxatives, which function by drawing water into the intestinal lumen to facilitate bowel movements, thereby alleviating constipation. This class is commonly utilized in the management of conditions such as constipation (ICD-9-CM code 564.0), fecal impaction (ICD-9-CM code 564.1), and preparation for diagnostic procedures like colonoscopy (ICD-9-CM code V76.51). Associated clinical procedures often include colonoscopy (ICD-9 procedure code 45.24) and bowel cleansing (ICD-9 procedure code 45.13). Frequently co-prescribed medications include other laxatives (ATC-3 code A06), antiemetics (ATC-3 code A04), and proton pump inhibitors (ATC-3 code A02BC). Caution is advised in patients with renal impairment, bowel obstruction, or those with a history of electrolyte imbalances, as these conditions may exacerbate the risks associated with osmotic laxatives. Common adverse effects include abdominal cramping, diarrhea, and electrolyte disturbances, which can lead to dehydration if not monitored appropriately. The representative NDC for this drug class is 51079001920, highlighting its clinical relevance in therapeutic settings."
A07A,00472500360,"The drug class represented by the ATC level-3 code A07A encompasses antidiarrheal medications, which primarily function by modulating gastrointestinal motility and reducing the frequency of bowel movements, thereby alleviating symptoms of diarrhea. This class is commonly utilized in the treatment of conditions such as acute diarrhea (ICD-9-CM code 787.91), chronic diarrhea (ICD-9-CM code 787.99), and infectious gastroenteritis (ICD-9-CM code 008.8). Associated clinical procedures may include diagnostic colonoscopy (ICD-9 procedure code 45.24) and stool culture (ICD-9 procedure code 87.01), which are often performed to evaluate the underlying causes of diarrhea. Frequently co-prescribed medications include other gastrointestinal agents such as proton pump inhibitors (ATC code A02BC) and antibiotics (ATC code J01), particularly when diarrhea is secondary to infectious processes. Caution is advised in patients with a history of bowel obstruction, severe colitis, or those with bacterial infections, as the use of antidiarrheals in these populations may exacerbate the condition. Common adverse effects associated with this drug class include constipation, abdominal discomfort, and nausea, which are clinically relevant and warrant monitoring during treatment. The representative NDC for this drug class is 00472500360, indicating a specific formulation within the antidiarrheal category."
A07B,00574012004,"The drug class represented by the ATC level-3 code A07B, specifically indicated by the NDC 00574012004, encompasses antidiarrheal agents that primarily function by modulating gastrointestinal motility and reducing the frequency of bowel movements, thereby alleviating symptoms associated with diarrhea. This class is commonly utilized in the management of conditions such as acute diarrhea (ICD-9-CM code 787.91), chronic diarrhea (ICD-9-CM code 787.99), and irritable bowel syndrome (ICD-9-CM code 564.1). Associated clinical procedures may include diagnostic colonoscopy (ICD-9 Procedure code 45.24) and bowel resection (ICD-9 Procedure code 45.7), which are often performed to evaluate or treat underlying gastrointestinal disorders. Frequently co-prescribed medications include other gastrointestinal agents such as proton pump inhibitors (ATC code A02BC) and laxatives (ATC code A06A), which may be used in conjunction to manage related symptoms or conditions. However, this drug class should be used with caution in patients with a history of bowel obstruction, severe colitis, or those with infectious diarrhea, as it may exacerbate these conditions. Common adverse effects associated with antidiarrheal agents include constipation, abdominal discomfort, and dizziness, which are clinically relevant and warrant monitoring during treatment."
A07D,51079069020,"The drug class represented by the ATC level-3 code A07D encompasses antidiarrheal medications, which primarily function by modulating gastrointestinal motility and reducing the frequency of bowel movements, thereby alleviating symptoms of diarrhea. This class is commonly utilized in the treatment of conditions such as acute diarrhea (ICD-9-CM code 787.91), chronic diarrhea (ICD-9-CM code 787.99), and infectious gastroenteritis (ICD-9-CM code 008.8). Associated clinical procedures may include diagnostic colonoscopy (ICD-9 procedure code 45.24) and stool culture (ICD-9 procedure code 87.01), which are often performed to evaluate the underlying causes of diarrhea. Frequently co-prescribed medications include other gastrointestinal agents such as loperamide (ATC code A07DA03) and probiotics (ATC code A07FB), which may enhance therapeutic outcomes. Caution is advised in patients with a history of bowel obstruction, severe colitis, or those with bacterial infections, as the use of antidiarrheal agents in these populations may exacerbate underlying conditions. Common adverse effects associated with this drug class include constipation, abdominal discomfort, and nausea, which should be monitored during treatment. The representative NDC for this drug is 51079069020, indicating its specific formulation and manufacturer."
A07E,54092018980,"The drug class represented by the ATC level-3 code A07E encompasses antidiarrheal agents, specifically those that act by modulating gastrointestinal motility and secretion, thereby reducing the frequency of bowel movements and improving stool consistency. This class is commonly utilized in the management of acute and chronic diarrhea, with typical diagnoses including infectious gastroenteritis (ICD-9-CM code 008.0), noninfectious gastroenteritis (ICD-9-CM code 558.9), and irritable bowel syndrome (ICD-9-CM code 564.1). Associated clinical procedures may include diagnostic colonoscopy (ICD-9 procedure code 45.24) and bowel resection (ICD-9 procedure code 45.7), particularly in cases where diarrhea is symptomatic of underlying gastrointestinal pathology. Frequently co-prescribed medications include other gastrointestinal agents such as proton pump inhibitors (ATC code A02BC) and laxatives (ATC code A06A), which may be used to manage concomitant symptoms. Contraindications for the use of A07E agents include severe dehydration, bacterial enteritis, and certain inflammatory bowel diseases, where the risk of exacerbating the condition outweighs the benefits. Clinicians should also be aware of common adverse effects, which may include constipation, abdominal discomfort, and nausea, necessitating careful monitoring of patients during treatment. The representative NDC for this drug class is 54092018980, highlighting its relevance in clinical practice."
A07F,Unknown-NDC,"The drug class represented by the ATC level-3 code A07F encompasses antidiarrheal medications, which primarily function by modulating gastrointestinal motility and reducing fluid secretion in the intestines, thereby alleviating symptoms of diarrhea. This class is commonly utilized in the management of conditions such as acute diarrhea (ICD-9-CM code 787.91), chronic diarrhea (ICD-9-CM code 787.99), and infectious gastroenteritis (ICD-9-CM code 008.8). Associated clinical procedures may include fluid replacement therapy for dehydration due to diarrhea (ICD-9 procedure code 96.7) and endoscopy for diagnostic evaluation of gastrointestinal symptoms (ICD-9 procedure code 45.16). Frequently co-prescribed medications include other gastrointestinal agents such as proton pump inhibitors (ATC code A02BC) and antibiotics (ATC code J01), particularly in cases where diarrhea is secondary to infectious processes. Caution is advised in patients with a history of bowel obstruction, severe colitis, or those with a known hypersensitivity to the drug, as these conditions may exacerbate adverse effects or lead to serious complications. Common adverse effects associated with this drug class include constipation, abdominal discomfort, and nausea, which may necessitate monitoring and potential adjustment of therapy in clinical practice."
A07X,00054812025,"The drug class represented by the ATC level-3 code A07X encompasses various agents used primarily for the treatment of gastrointestinal disorders, particularly those associated with diarrhea, such as infectious gastroenteritis (ICD-9-CM code 008.0) and irritable bowel syndrome (ICD-9-CM code 564.1). These agents typically function by modulating gastrointestinal motility and secretion, thereby alleviating symptoms. Common clinical procedures associated with the use of this drug class include diagnostic endoscopy (ICD-9 procedure code 45.16) and colonoscopy (ICD-9 procedure code 45.24), which may be performed to evaluate the underlying causes of gastrointestinal symptoms. Frequently co-prescribed medications include antidiarrheals (ATC-3 code A07B) and probiotics (ATC-3 code A07F), which may enhance therapeutic outcomes. However, this drug class should be used with caution in patients with a history of bowel obstruction or severe dehydration, as these conditions may exacerbate adverse effects. Clinically relevant side effects include constipation, abdominal pain, and nausea, which necessitate careful monitoring during treatment. The representative NDC for this drug class is 00054812025, highlighting its role in managing gastrointestinal disorders effectively."
A08A,Unknown-NDC,"The drug class represented by the ATC level-3 code ""A08A"" encompasses antiobesity agents, which primarily function by modulating appetite and energy expenditure to facilitate weight loss in individuals with obesity. These agents are commonly prescribed for conditions such as obesity (ICD-9-CM code 278.00), morbid obesity (ICD-9-CM code 278.01), and obesity due to excess calories (ICD-9-CM code 278.02). Associated clinical procedures may include bariatric surgery (ICD-9 procedure code 44.31), gastric bypass (ICD-9 procedure code 44.29), and laparoscopic adjustable gastric banding (ICD-9 procedure code 44.95), which are often considered for patients who do not achieve adequate weight loss through pharmacotherapy alone. Frequently co-prescribed medications may include other weight management agents such as orlistat (ATC code A08BX01) and phentermine (ATC code A08AA01), which can enhance the efficacy of antiobesity treatments. However, the use of this drug class should be approached with caution in patients with a history of cardiovascular disease, uncontrolled hypertension, or psychiatric disorders, as these conditions may exacerbate the risks associated with weight loss medications. Common adverse effects include gastrointestinal disturbances, such as nausea and diarrhea, as well as potential cardiovascular events, which necessitate careful monitoring of patients during treatment."
A09A,60258000601,"The drug class represented by the ATC level-3 code ""A09A"" encompasses antidiarrheal medications, which primarily function by modulating gastrointestinal motility and reducing fluid secretion in the intestines, thereby alleviating symptoms of diarrhea. This class is commonly utilized in the treatment of conditions such as acute diarrhea (ICD-9-CM code 787.91), chronic diarrhea (ICD-9-CM code 787.99), and infectious gastroenteritis (ICD-9-CM code 008.8). Associated clinical procedures may include fluid replacement therapy for dehydration due to diarrhea (ICD-9 procedure code 96.7) and diagnostic endoscopy for gastrointestinal evaluation (ICD-9 procedure code 45.16). Frequently co-prescribed medications include other gastrointestinal agents such as proton pump inhibitors (ATC code A02BC) and antibiotics (ATC code J01), particularly in cases where diarrhea is secondary to infectious processes. Caution is advised in patients with a history of bowel obstruction, severe colitis, or those with bacterial infections, as the use of antidiarrheals may exacerbate these conditions. Common adverse effects associated with this drug class include constipation, abdominal discomfort, and nausea, which are clinically relevant and warrant monitoring during treatment. The representative NDC for this drug class is ""60258000601,"" indicating its specific formulation and availability in clinical settings."
A10A,00088222033,"The drug class represented by the ATC level-3 code ""A10A"" encompasses antidiabetic agents, specifically insulin and its analogs, which function primarily by facilitating glucose uptake in peripheral tissues and inhibiting hepatic glucose production, thereby lowering blood glucose levels in patients with diabetes mellitus. This class is commonly prescribed for managing conditions such as Type 1 diabetes mellitus (ICD-9-CM code 250.01) and Type 2 diabetes mellitus (ICD-9-CM code 250.02), often in conjunction with clinical procedures like insulin pump therapy (ICD-9 procedure code 99.29) or continuous glucose monitoring (ICD-9 procedure code 89.59). Frequently co-prescribed medications include other antidiabetic agents such as metformin (ATC-3 code A10BA02) and sulfonylureas (ATC-3 code A10BB), which may enhance glycemic control. However, caution is advised in patients with severe hypoglycemia, renal impairment, or hypersensitivity to insulin, as these conditions may exacerbate the risks associated with insulin therapy. Common adverse effects include hypoglycemia, weight gain, and injection site reactions, which are critical considerations in the management of patients receiving this therapy. The representative NDC for this drug class is ""00088222033,"" indicating a specific formulation of insulin that exemplifies its clinical application."
A10B,00087606005,"The drug class represented by the ATC level-3 code ""A10B"" encompasses oral antidiabetic agents, specifically sulfonylureas, which function primarily by stimulating insulin secretion from pancreatic beta cells, thereby enhancing glucose uptake and lowering blood glucose levels in patients with type 2 diabetes mellitus (ICD-9-CM code 250.00). This medication is often utilized in conjunction with common clinical procedures such as blood glucose monitoring (ICD-9 Procedure code 89.29) and diabetes education programs (ICD-9 Procedure code 94.99). Frequently co-prescribed medications include other antidiabetic agents such as metformin (ATC code A10BA02) and DPP-4 inhibitors (ATC code A10BH), which may be used to achieve better glycemic control. However, caution is advised in patients with contraindications such as severe renal impairment (ICD-9-CM code 585.6), hepatic dysfunction (ICD-9-CM code 571.5), or a history of hypersensitivity to sulfonylureas, as these conditions may increase the risk of adverse effects. Commonly reported side effects include hypoglycemia, weight gain, and gastrointestinal disturbances, which are clinically significant and warrant monitoring during treatment. The representative NDC for this drug is ""00087606005,"" indicating its specific formulation and dosage for clinical use."
A11C,10432017002,"The drug class represented by the ATC level-3 code ""A11C"" encompasses vitamin D and its analogs, which primarily function by enhancing intestinal absorption of calcium and phosphate, thereby promoting bone mineralization and maintaining calcium homeostasis. This class is commonly utilized in the management of conditions such as rickets (ICD-9-CM code 268.0), osteomalacia (ICD-9-CM code 733.0), and secondary hyperparathyroidism associated with chronic kidney disease (ICD-9-CM code 585.9). Clinical procedures frequently associated with the use of vitamin D analogs include vitamin D level testing (ICD-9 procedure code 84.61) and bone density studies (ICD-9 procedure code 88.51). Co-prescription is often seen with calcium supplements (ATC code A12A) and bisphosphonates (ATC code M05B) to enhance therapeutic efficacy in bone health. Caution is advised in patients with hypercalcemia, vitamin D toxicity, or those with certain granulomatous diseases, such as sarcoidosis, where increased vitamin D metabolism may exacerbate hypercalcemia. Common adverse effects include hypercalcemia, hyperphosphatemia, and gastrointestinal disturbances such as nausea and constipation, which necessitate monitoring during treatment. The representative NDC for this drug class is ""10432017002,"" highlighting its clinical relevance in the management of bone-related disorders."
A11D,51079001420,"The drug class represented by the ATC level-3 code A11D encompasses vitamin D and its analogs, which primarily function by enhancing intestinal absorption of calcium and phosphate, thereby promoting bone mineralization and maintaining calcium homeostasis. This pharmacological class is commonly utilized in the management of conditions such as rickets (ICD-9-CM 268.0), osteomalacia (ICD-9-CM 733.0), and osteoporosis (ICD-9-CM 733.00), often in conjunction with clinical procedures like vitamin D level testing (ICD-9 Procedure 84.61) and bone density studies (ICD-9 Procedure 88.99). Frequently co-prescribed medications include calcium supplements (ATC code A12A) and bisphosphonates (ATC code M05B), which are used to enhance the therapeutic effects on bone health. However, caution is advised in patients with hypercalcemia (ICD-9-CM 275.41), renal impairment (ICD-9-CM 585), or those with a history of hypervitaminosis D, as these conditions may exacerbate the risk of adverse effects. Commonly reported side effects include hypercalcemia, nausea, vomiting, and constipation, which necessitate careful monitoring during treatment. The representative NDC for this drug class is 51079001420, highlighting its clinical relevance in the therapeutic landscape."
A11G,51079000420,"The drug class represented by the ATC level-3 code ""A11G"" corresponds to vitamin D and its analogs, which primarily function by enhancing intestinal absorption of calcium and phosphate, thereby promoting bone mineralization and maintaining calcium homeostasis. This class is commonly utilized in the management of conditions such as rickets (ICD-9-CM code 268.0), osteomalacia (ICD-9-CM code 733.0), and osteoporosis (ICD-9-CM code 733.00), often in conjunction with clinical procedures like vitamin D level testing (ICD-9 procedure code 84.61) and bone density studies (ICD-9 procedure code 88.51). Frequently co-prescribed medications include calcium supplements (ATC code A12A) and bisphosphonates (ATC code M05B), which are used to enhance the therapeutic effects on bone health. Caution is advised in patients with hypercalcemia, renal impairment, or those with a history of hypervitaminosis D, as these conditions may exacerbate the risk of adverse effects. Commonly reported side effects include hypercalcemia, nausea, vomiting, and constipation, which necessitate careful monitoring during therapy. The representative NDC for this drug class is ""51079000420,"" indicating its specific formulation and dosage for clinical use."
A11H,60258011130,"The drug class represented by the ATC level-3 code ""A11H"" encompasses vitamin D and its analogs, which primarily function by enhancing intestinal absorption of calcium and phosphate, thereby promoting bone mineralization and maintaining calcium homeostasis. This class is commonly utilized in the management of conditions such as rickets (ICD-9-CM code 268.0), osteomalacia (ICD-9-CM code 733.0), and secondary hyperparathyroidism associated with chronic kidney disease (ICD-9-CM code 585.9). Clinical procedures frequently associated with the use of vitamin D analogs include bone density measurement (ICD-9 procedure code 760.2) and parathyroidectomy (ICD-9 procedure code 06.4). Co-prescription with other medications such as calcium supplements (ATC code A12A) and bisphosphonates (ATC code M05B) is common to enhance therapeutic efficacy. Caution is advised in patients with hypercalcemia, vitamin D toxicity, or those with certain granulomatous diseases, as these conditions may exacerbate the risk of adverse effects. Clinically relevant side effects include hypercalcemia, hyperphosphatemia, and gastrointestinal disturbances such as nausea and constipation. The representative NDC for this drug class is ""60258011130,"" which facilitates identification and tracking in clinical settings."
A12A,00517391025,"The drug class represented by the ATC level-3 code ""A12A"" corresponds to calcium supplements, which primarily function by providing elemental calcium necessary for various physiological processes, including bone mineralization and neuromuscular function. This class is commonly utilized in the management of conditions such as osteoporosis (ICD-9-CM code 733.0), hypoparathyroidism (ICD-9-CM code 252.1), and rickets (ICD-9-CM code 268.0). Clinical procedures often associated with the use of calcium supplements include bone density measurement (ICD-9 procedure code 88.99) and parathyroidectomy (ICD-9 procedure code 07.35). Frequently co-prescribed medications include vitamin D supplements (ATC code A11C) to enhance calcium absorption and bisphosphonates (ATC code M05B) for osteoporosis treatment. Caution is advised in patients with hypercalcemia, renal impairment, or those on thiazide diuretics, as these conditions may exacerbate the risk of adverse effects. Commonly reported side effects of calcium supplements include gastrointestinal disturbances such as constipation and nausea, as well as the potential for hypercalcemia, which can lead to more severe complications if not monitored appropriately. The representative NDC for this drug class is ""00517391025,"" indicating a specific formulation within the calcium supplement category."
A12B,58177000104,"The drug class represented by the ATC level-3 code ""A12B"" encompasses calcium supplements, which function primarily by providing elemental calcium necessary for various physiological processes, including bone formation and maintenance, thereby aiding in the prevention and treatment of conditions such as osteoporosis (ICD-9-CM code 733.0) and hypocalcemia (ICD-9-CM code 268.0). Common clinical procedures associated with the use of calcium supplements include bone density measurement (ICD-9 Procedure code 88.99) and parathyroidectomy (ICD-9 Procedure code 06.4), as these interventions often relate to the management of calcium-related disorders. Frequently co-prescribed medications include vitamin D supplements (ATC code A11C), which enhance calcium absorption, and bisphosphonates (ATC code M05B), which are used to treat osteoporosis. However, caution is advised in patients with hypercalcemia (ICD-9-CM code 275.41), renal impairment (ICD-9-CM code 585), or those with a history of calcium kidney stones (ICD-9-CM code 592.0), as these conditions may exacerbate the risks associated with calcium supplementation. Common adverse effects of calcium supplements include gastrointestinal disturbances such as constipation and nausea, as well as the potential for hypercalcemia, which can lead to more severe complications such as renal impairment and cardiovascular issues. The representative NDC for this drug class is ""58177000104,"" which identifies a specific formulation of calcium supplement used in clinical practice."
